timestamp,download_speed_mbps,upload_speed_mbps,latency_ms,jitter_ms,packet_loss_percent
2024-09-21 15:43:27,0.0,0.0,44.296,8.802353662515497,0.0
2024-09-21 15:43:28,50.2729166130038,0.0,47.887,6.968131252356807,0.0
2024-09-21 15:43:29,318.5354724370677,0.0,47.887,6.968131252356807,0.0
2024-09-21 15:43:30,352.1740097989386,0.0,47.887,6.968131252356807,0.0
2024-09-21 15:43:31,318.65268908163523,0.0,54.303000000000004,7.833279166251893,6.666666666666665
2024-09-21 15:43:32,285.1013314817717,0.0,54.303000000000004,7.833279166251893,6.666666666666665
2024-09-21 15:43:33,234.70033910091857,0.0,54.303000000000004,7.833279166251893,6.666666666666665
2024-09-21 15:43:34,117.12833204738861,0.0,54.303000000000004,7.833279166251893,6.666666666666665
2024-09-21 15:43:35,117.33750642418721,0.0,90.646,8.762320121691854,9.999999999999998
2024-09-21 15:43:36,83.82724129913696,0.0,90.646,8.762320121691854,9.999999999999998
2024-09-21 15:43:37,50.30689218223759,0.0,110.3796,15.872909025097963,7.999999999999998
2024-09-21 15:43:38,16.765867681340378,0.0,110.3796,15.872909025097963,7.999999999999998
2024-09-21 15:43:39,50.27095327987259,0.0,110.3796,15.872909025097963,7.999999999999998
2024-09-21 15:43:40,33.52517752780348,0.0,163.39233333333334,25.396515589800433,6.666666666666665
2024-09-21 15:43:41,33.512356825895985,0.0,163.39233333333334,25.396515589800433,6.666666666666665
2024-09-21 15:43:42,50.31371439217941,0.0,163.39233333333334,25.396515589800433,6.666666666666665
2024-09-21 15:43:43,33.528683773254,0.0,163.39233333333334,25.396515589800433,6.666666666666665
2024-09-21 15:43:44,16.766418952959075,0.0,218.18057142857143,30.24827737966862,5.7142857142857135
2024-09-21 15:43:45,50.30559749013029,0.0,218.18057142857143,30.24827737966862,5.7142857142857135
2024-09-21 15:43:46,33.53320543644291,0.0,218.18057142857143,30.24827737966862,5.7142857142857135
2024-09-21 15:43:47,33.544211114293084,0.0,249.60275,29.337920763001048,4.999999999999999
2024-09-21 15:43:48,16.756182402923727,0.0,249.60275,29.337920763001048,4.999999999999999
2024-09-21 15:43:49,0.0,0.0,249.60275,29.337920763001048,4.999999999999999
2024-09-21 15:43:50,33.543227742495716,0.0,249.60275,29.337920763001048,4.999999999999999
2024-09-21 15:43:51,50.3126591667011,0.0,287.19155555555557,31.156785403084722,4.444444444444444
2024-09-21 15:43:52,16.769407635820208,0.0,287.19155555555557,31.156785403084722,4.444444444444444
2024-09-21 15:43:53,16.76734181484731,0.0,287.19155555555557,31.156785403084722,4.444444444444444
2024-09-21 15:43:54,33.52691857852476,0.0,287.19155555555557,31.156785403084722,4.444444444444444
2024-09-21 15:43:55,33.525209472059764,0.0,315.224,36.1689686541701,3.999999999999999
2024-09-21 15:43:56,50.300766958731,0.0,315.224,36.1689686541701,3.999999999999999
2024-09-21 15:43:57,16.76309190056024,0.0,315.224,36.1689686541701,3.999999999999999
2024-09-21 15:43:58,83.84362150102898,0.0,328.8989090909091,37.45199767067988,3.636363636363636
2024-09-21 15:43:59,16.761143412318148,0.0,328.8989090909091,37.45199767067988,3.636363636363636
2024-09-21 15:44:00,33.528899443270255,0.0,328.8989090909091,37.45199767067988,3.636363636363636
2024-09-21 15:44:01,16.76625916035306,0.0,328.8989090909091,37.45199767067988,3.636363636363636
2024-09-21 15:44:02,16.766227202197353,0.0,328.8989090909091,37.45199767067988,3.636363636363636
2024-09-21 15:44:03,33.53056898281915,0.0,360.31466666666665,40.05638162800709,3.3333333333333326
2024-09-21 15:44:04,67.06581962686073,0.0,360.31466666666665,40.05638162800709,3.3333333333333326
2024-09-21 15:44:05,50.26818811343464,0.0,360.31466666666665,40.05638162800709,3.3333333333333326
2024-09-21 15:44:06,33.52136861166514,0.0,360.31466666666665,40.05638162800709,3.3333333333333326
2024-09-21 15:44:07,83.87976047611464,0.0,360.31466666666665,40.05638162800709,3.3333333333333326
2024-09-21 15:44:08,67.06775319985847,0.0,391.39723076923076,50.71319915698694,3.076923076923076
2024-09-21 15:44:09,134.11345706887494,0.0,391.39723076923076,50.71319915698694,3.076923076923076
2024-09-21 15:44:10,134.070210313967,0.0,391.39723076923076,50.71319915698694,3.076923076923076
2024-09-21 15:44:11,217.90649067355486,0.0,391.39723076923076,50.71319915698694,3.076923076923076
2024-09-21 15:44:12,251.49065167749438,0.0,414.1555714285714,55.56532405022381,2.8571428571428568
2024-09-21 15:44:13,267.55038386975076,0.0,414.1555714285714,55.56532405022381,2.8571428571428568
,,,,,
TOTAL/AVERAGE,4056.498525946684,0.0,414.1555714285714,55.56532405022381,2.8571428571428568
