Type,URL,Location,Total Data (MB),Latency (s),Elapsed Time (s),Average Speed (Mbps)
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.73698568344116,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.706501960754395,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.69050431251526,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.691020011901855,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.79654788970947,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.810067653656006,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.80606985092163,0.0
Download,http://speedtest.tele2.net/10GB.zip,IP: 90.130.70.73,0.0,0.6870243549346924,61.93460202217102,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.848660707473755,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.86370277404785,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.85870122909546,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.834712982177734,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,1.4291934967041016,61.943228006362915,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.846718072891235,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.849738121032715,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.8207471370697,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,61.930774211883545,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.7667281627655,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.80177617073059,0.0
Download,http://proof.ovh.net/files/10Gb.dat,IP: 141.95.207.211,0.0,,61.89329648017883,0.0
Download,http://proof.ovh.net/files/10Gb.dat,IP: 141.95.207.211,0.0,,61.89129710197449,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,61.94831347465515,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,61.92031645774841,0.0
Download,http://speedtest.belwue.net/10G,IP: 129.143.4.238,0.0,1.1491389274597168,61.91184616088867,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,61.930845975875854,0.0
Download,http://speedtest.belwue.net/10G,IP: 129.143.4.238,4.0,1.723881721496582,61.993866205215454,0.5412540635701975
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,61.96885347366333,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,61.9223837852478,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,62.04140329360962,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,0.8466663360595703,62.08292055130005,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.887386322021484,0.0
Download,http://proof.ovh.net/files/10Gb.dat,IP: 141.95.207.211,0.0,,62.02794909477234,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,61.96143198013306,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.128493785858154,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.38283681869507,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.48486256599426,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.453367948532104,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.48237752914429,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.64794039726257,0.0
Download,http://speedtest.belwue.net/10G,IP: 129.143.4.238,0.0,1.018606185913086,62.653441429138184,0.0
Download,http://speedtest.tele2.net/10GB.zip,IP: 90.130.70.73,0.0,,62.617958307266235,0.0
Download,http://speedtest.tele2.net/10GB.zip,IP: 90.130.70.73,0.0,2.05478572845459,62.636467695236206,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.540945053100586,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,0.6191458702087402,62.67198038101196,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.68947958946228,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.59696841239929,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.66148662567139,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.44995427131653,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.65451383590698,0.0
Download,http://proof.ovh.net/files/10Gb.dat,IP: 141.95.207.211,0.0,,62.627519369125366,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.63003087043762,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,0.7111690044403076,62.650540590286255,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.712602376937866,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.678080320358276,0.0
Download,http://speedtest.belwue.net/10G,IP: 129.143.4.238,0.0,2.9610276222229004,62.68609118461609,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.711602449417114,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.46304488182068,0.0
Download,http://speedtest.belwue.net/10G,IP: 129.143.4.238,0.0,,62.62609648704529,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.48854947090149,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.460068225860596,0.0
Download,http://speedtest.belwue.net/10G,IP: 129.143.4.238,0.0,,62.69863271713257,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.54962491989136,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.471102476119995,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,1.1518094539642334,62.63066053390503,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.47360706329346,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.452617168426514,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.60815906524658,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.605674028396606,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.615195989608765,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.62920570373535,0.0
Download,http://speedtest.tele2.net/10GB.zip,IP: 90.130.70.73,2.0,1.1945350170135498,62.663713455200195,0.2677341490780695
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,0.7456529140472412,62.653226137161255,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.445698499679565,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,0.9076881408691406,62.67925810813904,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,62.68477916717529,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,0.9021809101104736,62.74278259277344,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,4.31044602394104,62.74529695510864,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,1.0594325065612793,62.720287799835205,0.0
Download,http://speedtest.belwue.net/10G,IP: 129.143.4.238,0.0,1.1221473217010498,62.70830726623535,0.0
Download,http://speedtest.tele2.net/10GB.zip,IP: 90.130.70.73,0.0,0.5687375068664551,62.69232416152954,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.71935272216797,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.70888042449951,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.76141810417175,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.75492334365845,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.69392418861389,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.69667649269104,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.60816311836243,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.549636125564575,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.578636169433594,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.68066906929016,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.575140714645386,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.545156478881836,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.56267809867859,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.70624613761902,0.0
Download,http://speedtest.tele2.net/10GB.zip,IP: 90.130.70.73,0.0,,62.72379112243652,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.6928231716156,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.69084024429321,0.0
Download,http://speedtest.tele2.net/10GB.zip,IP: 90.130.70.73,0.0,,62.729880571365356,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,62.79704165458679,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,62.81756258010864,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,62.76756978034973,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,62.787075996398926,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,2.0,0.9066953659057617,62.750080823898315,0.26736564765682996
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.723602294921875,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.87166905403137,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.64362025260925,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.64913749694824,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.86819672584534,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.88898324966431,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.87550234794617,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.916017293930054,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,62.84702515602112,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.726489543914795,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.8540575504303,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.909066915512085,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,63.046684980392456,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.87715744972229,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.83520698547363,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,63.00625205039978,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,63.06378507614136,0.0
Download,http://speedtest.tele2.net/10GB.zip,IP: 90.130.70.73,2.0,0.49111104011535645,63.10228419303894,0.2658733548959351
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,63.09181189537048,0.0
Download,http://speedtest.tele2.net/10GB.zip,IP: 90.130.70.73,0.0,2.4258553981781006,63.08332633972168,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,63.103830337524414,0.0
Download,http://speedtest.belwue.net/10G,IP: 129.143.4.238,0.0,1.9107043743133545,63.06684231758118,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,63.10535526275635,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,63.06235408782959,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,0.9626955986022949,63.05636119842529,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.88431119918823,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.88581371307373,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.93433856964111,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,3.301100254058838,63.11887288093567,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,62.866960525512695,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,63.09851598739624,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,1.4471838474273682,63.11201596260071,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,63.49665307998657,0.0
Download,https://ipv4.download.thinkbroadband.com/10GB.zip,IP: 80.249.99.148,0.0,,63.43866467475891,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,63.25713276863098,0.0
Download,http://speedtest.belwue.net/10G,IP: 129.143.4.238,0.0,4.303403854370117,63.45670485496521,0.0
Download,http://speedtest.belwue.net/10G,IP: 129.143.4.238,0.0,0.8110716342926025,63.45421361923218,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,63.37720513343811,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,63.397714138031006,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,63.40271615982056,0.0
Download,http://proof.ovh.net/files/10Gb.dat,IP: 141.95.207.211,0.0,,63.43075346946716,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,63.39223670959473,0.0
Download,http://speedtest.belwue.net/10G,IP: 129.143.4.238,0.0,1.147660255432129,63.51616954803467,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,63.33414363861084,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,63.44380736351013,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,63.52333998680115,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,63.385517597198486,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,63.567583084106445,0.0
Download,http://speedtest.tele2.net/10GB.zip,IP: 90.130.70.73,2.0,0.6491219997406006,63.594595432281494,0.26381512274679325
Download,http://speedtest.tele2.net/10GB.zip,IP: 90.130.70.73,4.0,0.46759843826293945,63.540597677230835,0.5280786336075638
Download,http://speedtest.tele2.net/10GB.zip,IP: 90.130.70.73,0.0,1.3506639003753662,63.5875940322876,0.0
Download,http://speedtest.belwue.net/10G,IP: 129.143.4.238,0.0,0.9596114158630371,63.58210849761963,0.0
Download,http://speedtest.belwue.net/10G,IP: 129.143.4.238,0.0,0.9460785388946533,63.54910969734192,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,63.44009757041931,0.0
Download,http://ipv4.download.thinkbroadband.com/5GB.zip,IP: 80.249.99.148,0.0,,63.60162115097046,0.0
Upload,http://speedtest.tele2.net/upload.php,IP: 90.130.70.73,0.0,,63.402076959609985,0.0
