timestamp,server,location,ip_address,download_speed_mbps,total_data_received_mb,upload_speed_mbps,total_data_sent_mb,latency_ms,jitter_ms,packet_loss_percent
2024-09-21 15:54:38,Summary,Summary,N/A,0.0,0.0,0.0,0.0,0,0,0
2024-09-21 15:54:39,Summary,Summary,N/A,225.08628108742823,26.844914436340332,0.0,0.0,0,0,0
2024-09-21 15:54:40,Summary,Summary,N/A,630.5212541815279,75.20812892913818,0.0,0.0,424.116,112.86816260575878,0.0
2024-09-21 15:54:41,Summary,Summary,N/A,557.5480467332741,66.50842094421387,0.0,0.0,277.775,81.59374013403209,0.0
2024-09-21 15:54:42,Summary,Summary,N/A,511.746224331811,61.04890155792236,0.0,0.0,277.775,81.59374013403209,0.0
2024-09-21 15:54:43,Summary,Summary,N/A,362.4892773747659,43.492051124572754,0.0,0.0,235.60333333333332,66.58112253960142,0.0
2024-09-21 15:54:44,Summary,Summary,N/A,415.9001778570376,49.625986099243164,0.0,0.0,191.071,51.5657619564214,0.0
2024-09-21 15:54:45,Summary,Summary,N/A,318.0692010488169,37.942721366882324,0.0,0.0,191.071,51.5657619564214,0.0
2024-09-21 15:54:46,Summary,Summary,N/A,395.8825525734833,47.2350378036499,0.0,0.0,179.59959999999998,53.998244002072774,0.0
2024-09-21 15:54:47,Summary,Summary,N/A,462.33460843870307,55.16088676452637,0.0,0.0,166.393,60.03824946854781,0.0
2024-09-21 15:54:48,Summary,Summary,N/A,466.43920756891407,55.629180908203125,0.0,0.0,166.393,60.03824946854781,0.0
2024-09-21 15:54:49,Summary,Summary,N/A,348.50780860475675,41.56964588165283,0.0,0.0,149.84514285714286,53.87675866933587,0.0
2024-09-21 15:54:50,Summary,Summary,N/A,417.6333886631619,49.80341815948486,0.0,0.0,143.885,52.13157329158148,0.0
2024-09-21 15:54:51,Summary,Summary,N/A,464.5328950779614,55.42271423339844,0.0,0.0,143.885,52.13157329158148,0.0
2024-09-21 15:54:52,Summary,Summary,N/A,507.8629115271692,60.57042694091797,0.0,0.0,133.72977777777777,47.392499747182534,0.0
2024-09-21 15:54:53,Summary,Summary,N/A,477.679973536144,56.97359561920166,0.0,0.0,127.8186,44.63106035490134,0.0
2024-09-21 15:54:54,Summary,Summary,N/A,321.8704599759688,38.56099796295166,0.0,0.0,122.29654545454545,42.30851558514012,0.0
2024-09-21 15:54:55,Summary,Summary,N/A,477.35593057669007,56.936235427856445,0.0,0.0,116.53416666666666,39.55002368977671,0.0
2024-09-21 15:54:56,Summary,Summary,N/A,444.48600921256906,53.201863288879395,0.0,0.0,116.53416666666666,39.55002368977671,0.0
2024-09-21 15:54:57,Summary,Summary,N/A,533.1039559615296,63.563292503356934,0.0,0.0,111.02815384615384,37.20617456995899,0.0
2024-09-21 15:54:58,Summary,Summary,N/A,553.3313679676793,65.99971580505371,0.0,0.0,107.48114285714286,35.10222707382176,0.0
2024-09-21 15:54:59,Summary,Summary,N/A,399.73540174189424,47.67584991455078,0.0,0.0,107.48114285714286,35.10222707382176,0.0
